"Word","SUBTLEX.FREQ","BNC.FREQ","Celex.FREQ"
"painter",311,1232,329
"painters",91,744,208
"painting",1438,4297,982
"paintings",561,3305,593
"paints",132,590,70
"paintwork",1,129,27
"pair",1851,6057,990
"paired",32,361,20
"pairing",22,177,21
"pairs",207,2117,220
"paisley",18,698,51
"pal",2821,542,81
"palace",648,5026,761
"palais",0,148,44
"palate",50,156,32
"palates",10,25,20
"pale",373,3561,1030
"paled",3,92,10
"palely",3,25,15
"paleness",1,32,10
"paler",12,208,43
"pales",11,44,4
"palest",2,43,9
"palette",28,310,15
"palettes",1,41,2
"palfrey",1,22,1
"palfreys",0,8,0
"paling",0,31,9
"palings",0,20,11
"pall",13,177,43
"palled",1,19,5
"pallet",20,90,11
"pallets",7,104,6
"pallid",7,121,41
"palling",3,13,4
"pallor",7,113,36
"palls",0,15,1
"pally",44,31,8
"palm",344,1296,353
"palmed",9,20,5
"palmer",1,836,75
"palmers",6,22,3
"palmier",0,5,0
"palming",1,8,4
"palmist",0,9,0
"palmists",0,3,1
"palms",129,631,179
"palmy",2,7,3
"palpate",3,5,0
"pals",286,295,43
"palsied",2,4,2
"palsy",25,117,19
"paltry",26,117,22
"pam",1,501,76
"pampas",6,40,18
"pamper",25,32,8
"pampered",32,117,25
"pampers",3,37,1
"pamphlet",59,407,175
"pamphlets",40,333,93
"pan",345,1895,470
"panache",10,117,21
"pancake",157,111,24
"pancakes",437,106,22
"pancreas",36,186,9
"panda",78,177,16
"pandas",16,57,6
"pander",6,53,8
"pandered",3,13,5
"panders",2,7,2
"pandit",0,9,2
"pane",23,134,31
"panel",366,3688,357
"panelled",2,245,30
"panels",73,1169,101
"panes",3,183,46
"pang",15,188,47
"panga",0,5,0
"pangs",17,76,38
"panic",1063,2065,498
"panicked",249,262,55
"panics",19,56,11
"panned",17,52,0
"pannier",0,27,3
"panniers",0,18,6
"panning",17,50,0
"pans",105,316,94
"pansies",30,61,13
"pansy",50,38,6
"pant",43,53,12
"panted",0,104,25
"pantheon",12,99,29
"panther",54,124,100
"panthers",4,60,49
"panties",398,77,28
"pantile",0,12,0
"pantiles",0,25,1
"panting",160,335,143
"panto",5,104,2
"pantos",0,4,0
"pantries",1,14,3
"pantry",83,167,48
"pants",2850,573,282
"panty",49,11,7
"panzer",23,21,24
"pap",44,102,12
"papa",351,486,102
"papal",19,841,53
"papas",6,15,4
"paper",4995,17363,3128
"papered",8,55,20
"papers",2562,6393,1562
"papist",1,18,2
"papists",1,22,0
"papoose",11,4,2
"pappy",38,16,4
"papua",0,196,19
"papuan",0,13,2
"par",235,1009,158
"para",43,694,8
"parade",565,1169,248
"parades",42,136,29
"paras",2,95,2
"parboil",1,4,0
"parcel",68,732,147
"parcels",39,520,66
"parch",2,6,4
"parched",55,130,50
"parching",0,6,1
"parchment",34,253,24
"parchments",1,22,2
"pard",19,2,14
"pardner",37,4,2
"pardon",1840,1862,148
"pardoned",39,95,10
"pardons",31,44,6
"pare",6,55,12
"pared",2,50,15
"parent",648,3731,1266
"parents",6954,16344,4413
"pares",1,9,4
"paring",6,34,10
"parings",0,3,0
"paris",3,6125,1090
"parish",126,3942,205
"park",2307,11499,1120
"parka",31,33,16
"parkas",9,12,7
"parked",517,1482,350
"parkin",12,223,15
"parking",1312,1599,265
"parkland",0,178,19
"parks",103,1475,236
"parky",1,9,0
"parlance",14,89,20
"parley",20,26,4
"parlour",87,540,253
"parlours",3,76,54
"parlous",1,36,3
"parole",503,241,20
"paroled",41,4,10
"paroles",4,3,0
"parquet",3,143,14
"parr",0,163,34
"parried",2,57,10
"parries",3,10,2
"parrot",145,399,45
"parrots",23,128,26
"parrs",0,3,0
"parry",15,412,5
"pars",2,36,2
"parse",6,87,0
"parsed",0,41,0
"parsee",0,10,9
"parses",0,49,0
"parsing",2,106,2
"parsley",38,383,118
"parsnip",2,24,16
"parsnips",2,65,25
"parson",34,251,52
"parsons",3,557,50
"part",12790,50467,8895
"partake",49,73,16
"partakes",1,17,3
"parted",91,866,200
"parterre",0,11,0
"parthia",0,3,1
"parthian",0,8,12
"partial",225,1783,201
"parties",1144,12700,1400
"parting",103,541,144
"partings",6,22,6
"partly",143,5710,1286
"partner",3739,5043,467
"partnered",23,74,5
"partners",1141,3905,274
"partook",3,17,0
"partridge",28,184,162
"parts",1468,11648,1876
"party",11254,40306,6669
"paschal",0,27,1
"pasha",1,66,5
"pashas",1,4,0
"pass",4686,7560,1789
"passage",376,4013,655
"passbook",10,6,9
"passbooks",0,3,0
"passé",14,0,0
"passed",2574,10712,2490
"passes",622,1987,365
"passing",1219,4800,960
"passion",900,2317,598
"passions",71,291,101
"passive",104,1450,291
"passives",1,24,0
"passkey",27,3,0
"passport",492,797,482
"passports",101,289,102
"password",367,383,23
"passwords",45,51,2
"past",6153,26244,4922
"pasta",190,550,36
"paste",81,456,91
"pasteboard",2,13,2
"pasted",21,100,20
"pastel",12,336,25
"pastels",12,187,6
"pastern",1,4,0
"pasterns",0,13,0
"pastes",1,36,6
"pasteur",0,51,20
"pastiche",2,109,11
"pasties",10,38,4
"pastilles",1,11,1
"pastime",41,226,87
"pastimes",6,92,76
"pasting",11,55,11
"pastings",0,2,0
"pastor",82,258,64
"pastors",4,62,2
"pastries",29,86,34
"pastry",90,504,129
"pasture",74,606,132
"pastured",0,12,0
"pastures",65,366,62
"pasty",27,55,18
"pat",178,2141,82
"patch",586,1691,319
"patched",96,156,40
"patches",62,906,211
"patching",48,60,17
"patchwork",5,217,37
"patchworks",0,3,0
"patchy",9,314,28
"pate",27,84,11
"patent",117,1005,72
"patents",35,386,23
"pater",4,83,9
"pates",0,21,0
"patés",0,0,0
"path",1198,6251,910
"pathan",0,9,15
"pathless",2,19,3
"pathos",12,123,38
"paths",180,1351,185
"pathway",36,463,31
"pathways",28,327,19
"patience",557,1209,321
"patient",3129,8232,821
"patients",1466,17337,514
"patois",1,135,12
"patrials",0,7,0
"patriot",91,190,49
"patriots",49,132,26
"patrol",633,1021,201
"patrolled",14,102,15
"patrols",99,317,87
"patron",147,783,104
"patrons",47,422,65
"pats",18,56,30
"patted",21,450,170
"patten",0,876,21
"pattens",0,8,5
"patter",30,109,39
"pattered",0,40,10
"pattern",735,9108,1317
"patterned",11,396,75
"patterns",247,5840,803
"patters",2,7,3
"patties",20,13,9
"patting",26,176,68
"patty",36,41,53
"paunch",1,60,29
"paunches",1,2,1
"paunchy",3,17,5
"pauper",21,117,13
"paupers",12,111,9
"pause",240,1954,472
"paused",13,2465,560
"pauses",16,296,62
"pausing",14,348,72
"pavane",0,6,1
"pave",16,118,12
"paved",43,377,82
"pavement",102,1366,285
"pavements",6,477,84
"paves",1,24,2
"paving",21,471,40
"pavings",0,12,0
"paw",150,203,58
"pawed",10,29,5
"pawing",32,48,13
"pawl",0,0,0
"pawls",0,4,0
"pawn",201,272,40
"pawned",38,22,10
"pawning",8,16,9
"pawns",37,97,28
"pawnshop",38,37,2
"pawnshops",7,11,0
"pawpaw",1,8,0
"paws",125,223,59
"pax",2,34,11
"pay",12103,22023,3399
"payday",107,17,16
"payee",0,40,1
"payees",0,3,0
"payer",7,133,12
"payers",4,320,9
"paying",2157,4778,725
"payload",30,40,16
"payloads",6,12,2
"payment",519,5402,435
"payments",223,4483,417
"payroll",239,397,43
"payrolls",14,12,2
"pays",683,1491,266
"pea",159,173,30
"peace",2937,8880,1596
"peaceful",539,1660,366
"peacetime",21,239,59
"peach",246,644,47
"peached",1,1,0
"peaches",119,132,57
"peacock",61,506,52
"peacocks",17,72,17
"peafowl",0,6,0
"peahen",4,5,1
"peahens",0,6,0
"peak",245,2901,412
"peaked",61,244,43
"peaking",15,55,3
"peaks",55,973,116
"peaky",2,34,2
"peal",6,62,18
"pealed",0,9,5
"pealing",3,10,9
"peals",0,22,11
"peanut",450,136,49
"peanuts",283,218,60
"pear",61,231,44
"pearl",235,716,102
"pearled",0,2,5
"pearling",0,5,3
"pearls",246,354,103
"pearly",29,112,33
"pearmains",0,2,0
"pears",44,492,68
"peas",216,629,146
"peasant",187,1645,347
"peasants",145,1702,282
"peat",12,898,66
"peaty",1,101,7
"pebble",53,193,85
"pebbles",22,363,71
"pecan",40,18,7
"pecans",9,4,0
"peck",94,409,56
"pecked",15,79,20
"pecker",85,10,3
"peckers",9,2,0
"pecking",36,214,38
"peckish",13,27,9
"pecks",13,28,2
"pectin",0,13,26
"pedal",83,380,42
"pedalled",2,54,15
"pedals",38,165,15
"pedant",3,25,4
"pedants",1,8,3
"peddle",51,59,8
"peddled",0,43,5
"peddler",28,6,2
"peddlers",13,9,3
"peddles",7,5,0
"pedlar",5,71,11
"pedlars",1,36,15
"pee",793,165,44
"peed",132,30,5
"peeing",110,33,8
"peek",252,94,13
"peeked",36,24,25
"peeking",115,54,9
"peeks",8,4,7
"peel",231,759,79
"peeled",134,338,65
"peeler",15,23,12
"peelers",2,15,4
"peeling",52,286,54
"peelings",5,21,13
"peels",34,73,7
"peep",177,138,29
"peeped",21,109,15
"peeper",37,9,0
"peephole",24,20,20
"peepholes",2,3,3
"peeping",86,151,33
"peeps",22,25,3
"peer",70,865,124
"peerage",0,155,103
"peered",11,882,230
"peeress",0,3,1
"peering",16,563,196
"peerless",7,33,4
"peers",85,835,154
"pees",21,17,5
"peeve",9,0,0
"peeved",23,57,8
"peeves",2,0,0
"peevish",8,38,16
"peg",79,685,93
"pegboard",1,0,0
"pegged",182,181,25
"pegging",1,47,9
"pegs",14,305,55
"peke",0,1,2
"pekes",0,1,2
"peking",0,372,112
"pekoe",1,3,0
"pelf",0,4,0
"pelisse",0,10,2
"pellet",56,226,14
"pellets",34,351,53
"pelmet",0,80,1
"pelmets",0,24,1
"pelt",15,53,24
"pelted",8,77,15
"pelting",7,40,16
"pelts",22,25,8
"pelves",0,4,0
"pelvic",73,190,127
"pelvis",96,202,158
"pen",1164,2193,349
"penal",52,719,90
"penance",71,149,25
"pence",32,1320,132
"penchant",27,166,11
"pencil",469,1185,284
"pencilled",4,110,25
"pencilling",1,15,2
"pencils",130,266,56
"pendant",43,210,21
"pendants",4,56,5
"pendent",2,7,2
"pending",155,878,60
"penguin",96,474,69
"penguins",72,126,21
"penis",645,534,153
"penknife",8,69,23
"penknives",1,6,4
"penman",0,42,0
"pennant",36,85,10
"pennants",10,35,9
"penned",25,134,35
"pennies",156,286,86
"penning",2,32,4
"penny",657,1942,258
"pens",123,498,120
"pension",236,4480,776
"pensions",25,1905,160
"pensive",18,60,18
"penstock",0,3,1
"penthouse",182,131,21
"peonies",3,32,5
"peony",2,46,6
"people",50482,124158,26215
"peopled",5,90,25
"peoples",124,1525,328
"peopling",0,6,3
"pep",149,213,19
"pepper",275,965,121
"peppered",7,85,20
"peppers",95,204,50
"pepsin",2,108,0
"peptic",1,238,6
"per",1049,13539,6515
"perceive",69,902,148
"perceived",75,2428,190
"perceives",9,146,22
"percent",1307,2928,418
"perch",38,302,84
"perchance",33,40,5
"perched",27,572,160
"perches",4,44,16
"perching",3,56,3
"perfect",6687,5778,1155
"perfects",3,6,9
"perforce",2,72,16
"perform",810,3162,568
"performed",367,3942,515
"performs",40,428,54
"perfume",535,556,120
"perfumed",33,117,30
"perfumes",27,129,28
"perhaps",2963,35040,8487
"peri",0,24,3
"peril",87,298,74
"perils",15,155,32
"period",1278,24311,3056
"periods",100,4004,660
"peris",0,4,0
"perish",113,173,68
"perished",50,217,45
"perjure",7,7,4
"perjured",24,9,10
"perk",58,115,14
"perked",3,43,5
"perkier",1,4,0
"perking",8,17,3
"perks",87,268,25
"perky",70,63,7
"perm",46,271,2
"permed",2,112,5
"perming",1,48,0
"permit",539,1638,318
"permits",138,816,104
"perms",2,75,3
"permute",1,14,0
"permutes",0,11,0
"pernod",1,28,6
"perplex",2,18,4
"perplexed",15,176,74
"perry",1,533,116
"persia",0,312,46
"persian",2,769,106
"persians",0,169,15
"persist",60,545,128
"persists",14,311,74
"person",10784,24982,4090
"personal",4488,17622,2666
"persons",349,4002,615
"perspex",1,122,9
"persuade",313,2418,464
"persuades",12,55,16
"pert",20,115,27
"pertain",14,42,0
"pertained",1,28,0
"pertains",21,41,0
"pertly",0,15,1
"pertness",0,2,0
"perturb",2,16,4
"perturbed",18,146,35
"perturbs",0,4,1
"peru",0,777,122
"peruke",0,2,0
"peruse",17,33,4
"perused",4,36,5
"pervade",1,59,8
"pervades",4,85,31
"perverse",62,426,79
"pervert",301,123,18
"perverts",66,34,8
"pesky",46,10,1
"peso",13,61,2
"pesos",94,55,7
"pest",116,485,84
"pester",23,29,8
"pestered",8,73,20
"pestle",31,31,15
"pestles",0,4,3
"pests",16,336,80
"pet",910,1426,242
"petal",26,113,11
"petalled",1,5,0
"petals",77,402,110
"petard",5,19,6
"peter",20,12411,1243
"peters",9,494,29
"petite",47,166,33
"petrel",0,48,3
"petrels",0,39,1
"petrol",69,2368,286
"pets",270,535,99
"petted",11,17,20
"pettier",1,3,0
"petting",66,40,14
"pettish",0,5,3
"petty",355,815,236
"pew",39,141,43
"pews",7,139,31
"pewter",16,146,23
"pfennig",2,24,1
"pfennigs",0,50,3
"phaeton",0,18,3
"phalanx",7,38,6
"phallic",13,100,57
"phallus",5,46,44
"phantom",92,268,46
"phantoms",15,58,19
"pharaoh",42,130,20
"pharaohs",15,51,8
"pharos",0,12,9
"pharynx",0,27,0
"phase",502,4669,579
"phased",12,351,50
"phases",30,1001,84
"phasing",9,182,30
"pheasant",37,196,56
"pheasants",12,130,60
"phenol",5,56,0
"phew",6,114,17
"phi",9,49,6
"phial",2,37,17
"phials",1,18,0
"phil",0,1968,225
"philtre",0,3,4
"phlegm",27,61,16
"phlox",1,24,6
"phobia",52,105,38
"phobias",18,40,10
"phobic",8,21,17
"phobics",0,4,2
"phoenix",19,561,34
"phone",13087,8126,1414
"phonecall",1,11,4
"phonecalls",1,6,3
"phoned",324,1283,250
"phoneme",0,193,1
"phonemes",3,218,4
"phones",647,459,51
"phoney",153,182,91
"phonic",0,44,19
"phonics",4,8,10
"phoning",63,334,46
"phooey",25,7,10
"phosphate",21,464,50
"phosphates",4,118,29
"photo",1122,1254,164
"photon",20,144,8
"photons",14,111,22
"photos",975,834,131
"phrasal",0,34,0
"phrase",460,3099,613
"phrasebook",2,3,1
"phrased",13,122,20
"phrases",116,1263,214
"phrasing",13,163,23
"phut",1,5,3
"phyla",1,57,1
"phylum",5,50,3
"physic",12,79,2
"physics",420,1864,321
"physique",32,164,50
"physiques",1,6,3
"pi",108,615,39
"pianist",77,335,64
"pianists",8,62,15
"piano",1152,1966,466
"pianos",39,146,22
"pica",1,34,0
"pick",8512,6476,1184
"pickaxe",8,23,13
"picked",3442,6326,1615
"picker",24,26,5
"pickers",13,78,12
"picket",109,259,65
"pickets",8,211,46
"picking",1556,2112,485
"pickings",42,112,14
"pickle",188,138,46
"pickled",64,132,38
"pickles",135,146,30
"pickling",4,18,11
"picks",453,638,134
"picky",106,23,1
"picnic",580,698,188
"picnicked",0,18,5
"picnics",37,112,39
"picture",6868,10888,1905
"pictured",133,777,75
"pictures",3287,5485,1208
"piddle",2,14,6
"piddled",1,3,0
"piddling",6,16,12
"pidgin",2,39,6
"pie",1273,1159,225
"piebald",0,20,6
"piece",6090,9350,2082
"pieced",22,50,15
"piecemeal",6,274,39
"pieces",1725,5575,1246
"piecework",4,31,19
"piecing",13,55,11
"pied",5,207,14
"pier",235,556,98
"pierce",76,209,40
"pierced",140,326,80
"pierces",8,19,6
"piercing",64,362,89
"pierrot",0,37,12
"piers",12,573,45
"pies",165,451,80
"piffle",7,10,3
"pig",1767,1351,320
"pigeon",257,407,76
"pigeons",152,477,116
"piggies",17,28,1
"piggy",152,201,398
"piglet",9,41,16
"piglets",7,89,22
"pigment",15,224,31
"pigments",1,176,16
"pigs",574,1157,460
"pigskin",16,15,5
"pigsties",0,7,1
"pigsty",42,45,7
"pigswill",1,4,0
"pigtail",8,24,14
"pigtailed",2,4,2
"pigtails",43,42,20
"pike",41,581,108
"piked",0,2,0
"pikes",10,40,6
"pikestaff",1,8,0
"piking",0,4,0
"pilaf",7,10,2
"pilau",0,16,1
"pilchard",0,17,6
"pilchards",3,43,13
"pile",642,1857,473
"piled",72,676,225
"piles",83,630,167
"pilfer",1,4,0
"pilfered",9,14,5
"pilgrim",107,214,34
"pilgrims",54,325,55
"piling",69,248,48
"pill",581,598,233
"pillage",29,51,11
"pillaged",9,53,10
"pillar",78,488,171
"pillars",43,539,114
"pillbox",23,41,6
"pillion",1,48,5
"pillock",3,22,0
"pillocks",0,3,0
"pillow",553,720,247
"pillowed",0,12,5
"pillows",156,413,97
"pills",1216,586,274
"pilot",1159,3252,283
"pilots",344,1112,152
"pimp",403,84,31
"pimped",12,0,0
"pimping",47,9,4
"pimple",81,20,11
"pimpled",2,10,1
"pimples",59,36,46
"pimply",10,18,11
"pimps",46,46,23
"pin",719,1278,241
"pincer",8,25,3
"pincers",6,45,13
"pinch",277,559,104
"pinchbeck",0,12,0
"pinched",135,400,92
"pinches",17,44,5
"pinching",56,125,40
"pine",210,1037,217
"pineal",18,27,2
"pinecones",3,4,2
"pined",3,26,10
"pines",37,194,96
"pinewood",1,71,12
"pinewoods",0,24,3
"ping",59,142,15
"pinged",4,13,5
"pinging",10,9,4
"pingpong",0,0,43
"pings",11,8,7
"pinhead",33,11,14
"pining",42,44,8
"pinion",3,25,0
"pinioned",0,36,5
"pinions",0,10,6
"pink",1139,3358,835
"pinked",2,3,0
"pinker",2,31,6
"pinkie",55,52,27
"pinkies",12,5,6
"pinking",10,20,2
"pinkish",4,60,34
"pinks",10,103,26
"pinned",221,669,145
"pinnies",0,6,0
"pinning",37,187,38
"pinny",0,24,5
"pinpoint",86,249,64
"pinpoints",7,56,6
"pinprick",8,17,10
"pinpricks",3,19,10
"pins",216,566,144
"pinstripe",10,50,13
"pinstriped",2,18,0
"pinstripes",6,22,2
"pint",159,1235,185
"pinta",3,20,2
"pintas",0,5,2
"pints",62,509,83
"pious",46,369,101
"pip",46,477,5
"pipe",853,2522,402
"piped",13,175,50
"pipedream",0,26,3
"pipedreams",0,3,0
"pipeline",101,588,64
"pipelines",13,119,23
"piper",38,844,31
"pipers",3,48,6
"pipes",361,1159,170
"pipette",1,113,0
"pipettes",0,31,1
"piping",31,337,43
"pipit",0,61,2
"pipits",0,31,1
"pipped",0,74,0
"pippin",4,138,3
"pipping",1,15,1
"pippins",2,6,6
"pips",30,139,22
"pipsqueak",20,8,1
"piquant",9,58,13
"pique",12,63,18
"piqued",12,28,10
"piques",2,3,0
"piquet",2,44,2
"pirate",305,278,47
"pirates",267,338,46
"pisces",0,58,7
"pish",7,2,0
"piss",1033,491,53
"pissed",1268,479,46
"pisses",123,30,4
"pissing",237,89,15
"pistils",0,2,0
"pistol",481,609,254
"pistols",82,342,60
"piston",36,176,56
"pistons",22,65,18
"pit",602,1809,228
"pitch",744,2840,363
"pitchblende",5,5,0
"pitched",102,572,95
"pitcher",154,89,24
"pitchers",26,19,9
"pitches",54,391,45
"pitchfork",31,51,1
"pitchforked",0,4,0
"pitchforks",14,14,4
"pitching",181,174,44
"piteous",8,26,15
"pitfall",1,63,4
"pitfalls",14,291,39
"pith",7,54,11
"pithead",0,18,3
"pitheads",0,4,1
"pithy",12,66,14
"pitied",33,59,25
"pities",14,11,5
"pitman",1,117,164
"pitmen",0,14,0
"piton",4,15,29
"pitons",3,16,33
"pitot",0,29,0
"pits",143,936,81
"pittance",13,92,12
"pitted",11,164,45
"pitting",11,59,10
"pity",1025,2022,536
"pivot",16,226,23
"pivots",2,47,6
"pixie",26,53,1
"pixies",14,47,0
"pizza",1399,485,28
"pizzas",110,135,6
"placard",6,72,8
"placards",6,101,24
"placate",18,112,32
"place",30163,48651,9768
"placed",616,8612,1199
"placeman",0,2,2
"placemen",0,23,5
"placement",83,797,47
"placements",2,330,13
"places",2573,9812,2115
"placid",11,200,76
"placing",143,1770,235
"placket",0,3,0
"plage",0,30,24
"plague",383,576,131
"plagued",94,279,45
"plagues",24,66,25
"plaguing",8,25,5
"plaice",1,86,22
"plaid",76,114,49
"plaids",6,8,8
"plain",1001,4176,945
"plainchant",0,15,0
"plained",0,0,15
"plainer",4,47,17
"plainest",2,21,9
"plainly",90,745,209
"plainness",2,33,5
"plains",65,499,146
"plainsong",0,42,7
"plaint",1,35,3
"plaintiff",164,2989,30
"plaintiffs",39,889,38
"plaintive",6,106,21
"plaints",0,12,6
"plait",28,93,27
"plaited",0,85,25
"plaiting",0,23,5
"plaits",0,58,18
"plan",7109,14970,1741
"planchette",0,8,11
"plane",4782,3456,815
"planed",7,27,10
"planes",837,1063,322
"planet",1771,1809,448
"planets",202,629,180
"plangent",0,20,8
"planing",0,55,10
"plank",84,291,60
"planked",1,8,0
"planking",0,42,11
"planks",12,276,66
"plankton",34,114,19
"planned",1604,5833,845
"planner",81,284,44
"planners",11,926,185
"planning",1822,14670,1665
"plans",2793,11711,1178
"plant",1338,8164,1302
"plantain",1,20,8
"plantains",1,5,5
"planted",441,1442,315
"planter",30,62,13
"planters",11,108,15
"planting",97,1311,171
"plants",469,7225,919
"plaque",102,456,50
"plaques",8,158,9
"plashed",0,3,5
"plashing",0,5,1
"plasm",2,14,0
"plasma",223,972,19
"plaster",127,897,213
"plastered",91,222,76
"plasters",0,57,6
"plastic",861,4052,876
"plastics",34,459,56
"plate",1280,4096,656
"plateau",24,522,107
"plateaux",0,50,9
"plated",8,111,10
"plateful",3,40,13
"platefuls",0,8,3
"plates",610,2347,339
"platform",280,2565,445
"platforms",38,804,47
"plating",20,95,8
"plato",1,305,113
"platoon",245,231,50
"platoons",8,41,11
"platter",141,111,35
"platters",13,52,8
"plaudit",0,2,0
"plaudits",1,57,5
"play",17006,21604,4951
"playback",56,156,6
"playbacks",0,5,0
"playbills",0,10,2
"playboy",75,149,55
"playboys",23,12,6
"played",2807,11262,2040
"player",1828,5672,518
"players",820,8169,670
"playful",53,204,53
"playground",253,680,211
"playgrounds",19,84,33
"playgroup",0,200,60
"playgroups",0,84,63
"playhouse",23,202,17
"playing",7144,10875,1912
"playlet",3,5,6
"playmate",51,37,11
"playmates",24,32,30
"playpen",33,22,15
"playpens",1,2,5
"playroom",38,74,10
"playrooms",2,3,2
"plays",1388,3536,803
"plaything",20,41,25
"playthings",16,32,29
"playtime",29,44,18
"playtimes",0,6,1
"playwright",70,231,71
"playwrights",8,64,25
"plaza",55,174,61
"plazas",0,11,4
"plea",345,1158,130
"pleach",0,0,0
"pleached",0,5,10
"plead",340,389,99
"pleaded",65,965,130
"pleading",108,537,109
"pleadings",10,121,2
"pleads",28,84,14
"pleas",18,357,50
"pleasance",0,22,2
"pleasant",929,2708,751
"please",31482,14351,2221
"pleased",1127,5111,951
"pleases",172,168,44
"pleasing",79,619,145
"pleasure",3711,5248,1495
"pleasures",155,618,179
"pleat",3,98,4
"pleated",3,136,20
"pleating",0,19,4
"pleats",12,154,11
"pleb",0,2,0
"plebs",1,40,2
"plectrum",0,21,0
"plectrums",0,5,0
"pled",10,31,5
"pledge",316,662,94
"pledged",80,742,65
"pledges",35,253,15
"pledging",18,99,12
"plenteous",0,9,0
"plenty",2704,4918,1000
"plexus",15,74,17
"pliant",0,45,10
"plied",7,85,30
"pliers",55,72,26
"plies",3,19,8
"plight",62,722,144
"plighted",1,4,0
"plights",0,0,1
"plimsoll",0,24,4
"plimsolls",0,51,10
"plinth",0,154,25
"plinths",0,20,2
"plod",5,73,16
"plodded",0,78,25
"plodder",1,10,5
"plodding",6,113,30
"plods",2,10,5
"plonk",3,53,12
"plonked",1,39,10
"plonking",3,17,14
"plonks",0,4,1
"plop",34,51,26
"plopped",11,26,15
"plopping",4,9,12
"plops",3,5,2
"plosive",1,33,0
"plosives",0,11,2
"plot",557,2109,369
"plots",67,606,89
"plotted",50,378,40
"plotter",1,90,1
"plotters",4,110,12
"plotting",81,433,71
"plough",50,498,178
"ploughboy",0,4,0
"ploughed",10,398,105
"ploughing",5,296,93
"ploughman",0,96,9
"ploughmen",0,18,6
"ploughs",4,99,27
"ploughshare",0,10,4
"ploughshares",1,15,4
"plover",0,112,16
"plovers",0,45,4
"ploy",76,297,136
"ploys",1,58,39
"pluck",109,170,38
"plucked",62,401,85
"plucking",18,103,37
"plucks",9,20,5
"plucky",16,73,13
"plug",449,912,132
"plugged",109,263,65
"plugging",35,125,18
"plughole",0,27,7
"plugs",97,302,75
"plum",125,287,52
"plumage",9,314,19
"plumb",79,124,21
"plumbed",1,53,5
"plumber",217,216,46
"plumbers",35,88,21
"plumbing",216,358,77
"plumbs",0,11,1
"plume",24,150,16
"plumed",1,42,10
"plumes",18,150,41
"pluming",0,6,3
"plummet",21,65,14
"plummets",3,13,3
"plummy",2,21,4
"plump",70,578,237
"plumped",2,85,25
"plumper",3,13,10
"plumping",0,16,3
"plumpness",0,28,4
"plumps",0,4,4
"plums",46,138,56
"plunder",40,128,26
"plundered",17,126,15
"plunders",7,7,0
"plunge",108,562,134
"plunged",49,811,165
"plunger",43,51,10
"plungers",3,8,0
"plunges",11,84,24
"plunging",21,295,73
"plunk",7,5,2
"plunked",2,4,5
"plunks",2,1,0
"plural",37,387,30
"plurals",0,24,0
"plus",1125,7921,835
"pluses",11,55,1
