"Word","SUBTLEX.FREQ","BNC.FREQ","Celex.FREQ"
"motors",55,638,138
"mottle",0,4,4
"mottled",0,142,44
"motto",259,346,80
"mottoes",1,13,12
"moulded",8,442,75
"moulder",0,20,4
"mouldered",0,4,0
"moulders",0,7,1
"moulding",1,255,46
"mouldings",0,110,10
"mouldy",3,115,35
"moulted",0,3,5
"moulting",0,41,5
"mound",77,487,110
"mounds",15,246,58
"mount",198,1739,414
"mountain",1408,3961,829
"mountains",850,2832,673
"mounted",116,2006,385
"mountie",7,26,2
"mounties",1,8,2
"mounting",54,1076,191
"mounts",33,230,18
"mourn",124,134,40
"mourned",18,104,45
"mourner",7,17,7
"mourners",27,217,34
"mournful",24,132,41
"mourning",166,468,114
"mourns",13,25,2
"mouse",750,1884,146
"moused",0,0,0
"mouser",4,15,0
"mouses",3,13,0
"mousetrap",24,39,8
"mousetraps",6,6,4
"mousse",54,223,23
"mousses",1,18,2
"moustache",179,607,286
"mousy",25,43,6
"mouth",5133,9353,2411
"mouthed",16,125,15
"mouthful",85,407,85
"mouthfuls",2,82,26
"mouthing",44,86,17
"mouthpiece",44,169,60
"mouths",262,606,238
"mouthwash",44,21,5
"move",15590,20427,3314
"moved",3474,14575,3140
"movement",708,13504,3426
"movements",237,4388,1057
"mover",22,173,27
"movers",52,100,22
"moves",1389,3614,589
"movie",6103,1797,534
"movies",2275,1044,340
"moving",5744,9817,2106
"mow",104,80,32
"mowed",33,36,10
"mower",74,157,43
"mowers",11,42,9
"mowing",44,102,15
"mown",2,75,23
"mows",9,3,4
"mu",31,219,54
"much",48812,92142,21286
"muchness",1,4,6
"muck",92,351,105
"mucked",7,44,15
"mucking",20,135,15
"muckle",0,28,0
"mucks",4,10,0
"mucky",3,96,7
"mucous",16,106,9
"mucus",21,228,49
"mud",674,1921,523
"muddied",4,37,10
"muddier",0,4,2
"muddies",0,8,0
"muddle",21,267,92
"muddled",17,248,70
"muddles",0,24,8
"muddy",105,633,178
"mudflats",0,47,9
"mudguard",0,5,2
"mudguards",0,15,3
"muds",0,40,0
"muesli",2,78,5
"muff",22,30,10
"muffed",7,10,10
"muffin",239,53,6
"muffing",0,3,1
"muffins",165,47,9
"muffle",9,34,8
"muffled",87,422,120
"muffler",36,16,10
"mufflers",4,4,5
"muffles",2,5,0
"muffling",0,22,9
"muffs",2,9,5
"mufti",0,199,40
"muftis",0,59,1
"mug",337,784,112
"mugged",135,111,10
"mugger",46,65,9
"muggers",45,81,15
"mugging",54,88,29
"muggings",10,31,14
"muggins",0,11,4
"muggy",5,29,10
"mugs",111,294,46
"mulch",21,69,11
"mulched",1,8,0
"mulches",0,19,1
"mulching",2,21,1
"mulct",0,2,0
"mule",323,188,82
"mules",115,144,76
"mulish",3,8,3
"mull",19,173,11
"mullah",0,41,3
"mullahs",1,39,10
"mulled",3,52,10
"mullet",17,30,16
"mulling",14,50,6
"mullion",0,9,3
"mullioned",1,42,3
"mullions",0,22,1
"mulls",0,9,0
"mum",491,8611,260
"mumble",35,70,44
"mumbled",6,465,145
"mumbles",24,49,20
"mumbling",98,108,87
"mummed",0,0,0
"mummers",1,13,2
"mummies",30,59,9
"mumming",1,7,1
"mummy",230,2578,216
"mumps",54,25,35
"mums",12,414,23
"munch",32,103,16
"munched",8,50,25
"munches",0,6,0
"munching",13,106,44
"mundane",41,444,65
"mural",51,166,15
"murals",18,88,12
"murder",5277,5935,906
"murdered",1850,1659,280
"murders",723,662,117
"murk",4,47,8
"murky",31,245,64
"murmur",47,403,130
"murmured",3,1967,215
"murmurs",27,126,51
"murphy",3,960,34
"murrain",0,7,3
"mus",5,84,4
"muscle",657,1783,566
"muscled",7,102,26
"muscles",372,2043,1015
"muse",91,186,20
"mused",4,343,35
"muses",14,134,20
"museum",705,6800,548
"museums",101,1388,100
"mush",89,75,24
"mushroom",95,336,90
"mushroomed",3,43,15
"mushrooms",133,565,140
"mushy",75,68,16
"music",6912,15019,2391
"musing",11,79,17
"musings",5,40,0
"musk",22,69,28
"musket",31,60,11
"muskets",18,53,10
"muskrat",17,10,2
"muskrats",1,3,1
"musky",6,41,8
"muslim",15,1068,126
"muslims",24,609,80
"muslin",6,137,79
"muss",29,7,0
"mussed",16,9,10
"mussel",10,86,10
"mussels",28,194,50
"must",33334,72571,16520
"mustang",27,32,11
"mustangs",11,18,1
"mustard",256,487,84
"muster",65,376,79
"mustered",18,88,15
"musters",1,18,3
"musty",21,141,40
"mutant",144,523,8
"mutants",104,158,3
"mutate",23,27,0
"mutates",4,12,1
"mute",115,259,59
"muted",16,385,106
"mutely",2,52,16
"mutes",4,16,8
"muting",0,13,2
"mutt",174,34,3
"mutter",15,166,47
"muttered",11,1623,230
"mutters",20,50,17
"mutton",36,201,60
"mutts",25,1,0
"mutual",323,2250,424
"muzak",1,47,6
"muzzle",75,197,52
"muzzled",6,53,5
"muzzles",4,44,4
"muzzy",3,25,5
"my",291721,152626,46791
"myriad",28,302,56
"myriads",1,39,21
"myrrh",9,33,9
"myrtle",2,86,8
"myrtles",0,4,1
"myself",17347,12542,4819
"mystic",42,223,63
"mystics",20,158,25
"mystique",28,167,58
"myth",341,1494,356
"mythic",19,98,0
"myths",61,568,147
"nab",34,104,4
"nabbed",34,25,5
"nabbing",1,3,0
"nabs",7,7,1
"nacelle",7,3,2
"nacelles",4,5,2
"nacre",0,3,0
"nadir",2,126,18
"nag",97,120,29
"nagged",16,78,30
"nagging",118,297,101
"nags",17,31,9
"naiad",0,5,1
"naiads",0,10,1
"nail",846,759,216
"nailbrush",0,2,2
"nailed",351,246,60
"nailing",50,41,11
"nails",515,1345,268
"naira",0,23,0
"naive",307,771,198
"naked",1839,2049,760
"name",31694,26305,4736
"named",3492,4729,955
"nameless",54,152,55
"namely",26,2164,256
"nameplate",7,25,4
"nameplates",2,15,2
"names",2667,7771,1302
"namesake",10,119,11
"namesakes",0,12,0
"naming",101,467,58
"nan",3,517,13
"nannies",28,81,46
"nanny",306,636,147
"nap",626,200,89
"napalm",63,48,44
"nape",12,217,34
"napes",0,13,1
"naphtha",3,26,3
"napkin",170,196,84
"napkins",122,121,40
"napped",5,5,5
"nappies",8,219,82
"napping",61,42,8
"nappy",26,176,20
"naps",42,26,17
"narc",67,1,0
"narcs",11,1,0
"nark",3,26,0
"narked",5,15,0
"narking",1,3,0
"narks",0,7,1
"narky",0,4,0
"narrate",12,18,4
"narrates",0,16,1
"narrow",334,5024,1039
"narrowed",80,824,105
"narrows",59,122,16
"narwhal",4,16,10
"narwhals",0,10,0
"nasal",95,283,45
"nasals",0,21,0
"nascent",5,97,11
"nastier",14,56,12
"nasty",1031,1796,420
"natal",3,192,41
"nation",967,4382,995
"nations",228,4145,1168
"native",323,2635,421
"natives",190,376,97
"nato",0,1483,1078
"natter",2,40,2
"nattered",0,4,0
"natty",7,61,7
"natural",1992,14315,2871
"naturals",15,13,12
"nature",2052,18126,3353
"natured",1,38,0
"natures",33,124,30
"naught",29,69,19
"naughtier",1,5,2
"naughts",0,0,0
"naughty",439,686,120
"nausea",93,284,74
"nauseous",149,80,14
"naval",180,1500,297
"nave",21,448,57
"navel",52,123,61
"navels",7,8,11
"naves",0,17,1
"navies",5,54,7
"navvies",0,55,5
"navvy",0,25,6
"navy",385,2029,339
"nay",66,293,46
"nays",7,0,0
"nazi",22,802,233
"nazis",4,445,139
"neap",1,14,5
"neaps",0,4,2
"near",4055,17490,3377
"nearby",409,3580,492
"neared",6,140,30
"nearer",117,1405,423
"nearest",367,2303,494
"nearing",47,323,59
"nearly",1566,11494,2465
"nearness",1,117,13
"nears",8,50,10
"nearside",0,74,7
"neat",547,1729,516
"neater",18,71,9
"neatest",15,29,6
"neatly",66,1338,370
"neatness",13,79,33
"neck",2956,5634,1327
"neckband",1,35,0
"neckbands",0,9,0
"neckcloth",0,5,4
"necked",4,30,0
"necking",24,22,11
"necklace",489,288,41
"necklet",0,4,0
"necklets",0,3,1
"neckline",15,102,10
"necklines",0,21,2
"necks",162,426,127
"necktie",59,15,25
"neckties",22,5,9
"neckwear",2,2,0
"nectar",38,147,37
"nee",18,121,0
"need",65122,55791,8342
"needed",4789,16533,2755
"needful",2,28,16
"needing",400,992,155
"needle",552,1249,186
"needled",4,17,5
"needles",235,1074,124
"needless",57,553,111
"needs",8048,20177,2940
"needy",150,249,39
"negate",18,102,12
"negates",5,27,6
"neglect",83,1205,224
"neglects",7,84,10
"negress",4,17,6
"negro",26,160,286
"negroes",3,62,99
"negroid",0,18,3
"neigh",7,19,0
"neighbour",187,1776,343
"neighbours",184,3152,558
"neighed",2,11,0
"neighing",35,16,8
"neighs",29,4,0
"neither",2037,8245,1931
"nelson",11,1004,135
"neon",89,254,93
"nepal",0,370,24
"nephew",810,729,136
"nephews",55,120,25
"neptune",2,190,20
"nerve",1152,1349,257
"nerved",0,17,5
"nerveless",0,29,8
"nerves",534,1216,242
"nerving",1,9,6
"nervous",3272,3093,855
"nervy",8,62,19
"ness",13,210,149
"nest",514,1465,241
"nested",3,109,10
"nesting",28,333,23
"nestle",9,118,8
"nestled",21,105,25
"nestles",0,45,5
"nestling",0,147,23
"nestlings",0,23,6
"nestor",0,38,0
"nests",22,463,70
"net",699,6685,580
"netball",3,104,11
"nether",10,265,11
"nets",86,692,115
"nett",0,33,0
"netted",12,205,15
"netting",16,318,47
"nettle",8,124,23
"nettled",0,26,10
"nettles",5,163,47
"netts",0,0,0
"network",704,7258,434
"networks",96,1910,133
"neural",97,527,21
"neuter",19,35,5
"neutered",27,45,10
"neutral",190,1597,268
"neutrals",2,43,11
"neutron",25,247,168
"neutrons",11,278,67
"never",61882,55899,16068
"new",25522,125206,19011
"newborn",112,232,61
"newel",1,18,5
"newer",49,503,98
"newest",195,367,49
"newly",125,2724,343
"newness",11,64,36
"news",7681,14558,2082
"newsboy",14,12,6
"newsboys",4,9,1
"newscast",27,6,3
"newscasts",3,6,6
"newsflash",16,21,4
"newsman",14,26,0
"newsmen",15,42,0
"newsprint",8,100,31
"newsreel",36,52,8
"newsreels",18,34,13
"newsroom",37,93,23
"newsrooms",1,5,1
"newssheet",0,9,1
"newsstand",52,9,7
"newsstands",10,11,1
"newt",19,86,11
"newton",5,1487,159
"newts",0,56,11
"next",19402,43145,8171
"nexus",24,120,9
"ni",43,631,74
"nib",5,42,13
"nibble",73,86,23
"nibbled",8,94,35
"nibbles",5,43,7
"nibbling",26,117,36
"niblick",16,4,0
"nibs",13,30,4
"nice",24414,13186,2528
"nicely",436,957,184
"niceness",10,40,12
"nicer",371,331,93
"nicest",280,175,77
"niche",47,434,67
"niches",0,144,16
"nick",125,3166,37
"nicked",69,288,15
"nickel",422,168,37
"nickels",111,7,6
"nicker",3,6,2
"nicking",5,73,7
"nickname",338,350,66
"nicknamed",33,226,25
"nicknames",44,111,11
"nicks",17,55,3
"niece",482,477,86
"nieces",31,90,9
"niff",0,2,0
"nifty",62,57,1
"niger",0,129,12
"nigger",847,194,37
"niggers",285,44,26
"niggle",1,41,4
"niggled",0,26,5
"niggles",0,34,2
"niggling",1,109,14
"nigh",40,70,22
"night",42911,36529,7671
"nightcap",86,55,21
"nightcaps",1,3,1
"nightclothes",0,23,13
"nightclub",227,322,24
"nightclubs",55,112,15
"nightdress",4,193,34
"nightfall",118,168,54
"nightgown",100,77,45
"nightgowns",11,11,13
"nighthawk",2,7,1
"nighthawks",0,3,0
"nightie",35,86,22
"nighties",6,19,6
"nightjar",0,18,4
"nightjars",1,11,0
"nightlife",28,134,12
"nightlight",4,9,9
"nightlights",0,6,1
"nightly",64,237,83
"nightmare",1103,1441,234
"nightmares",343,327,92
"nights",1670,2797,650
"nightshade",8,30,9
"nightshirt",11,49,20
"nightshirts",1,11,3
"nightstick",20,10,6
"nighttime",93,27,27
"nil",19,839,49
"nile",0,334,73
"nimble",25,119,23
"nimbler",0,6,0
"nimbly",2,54,12
"nimbus",5,84,5
"nimrod",16,34,6
"nine",2560,13656,1322
"ninefold",0,9,1
"ninepence",4,28,7
"ninepins",1,7,1
"nines",49,74,11
"nineteen",57,4758,286
"nineteens",0,18,0
"nineteenth",14,3268,539
"nineties",13,481,21
"ninetieth",1,36,5
"ninety",64,4186,220
"ninnies",9,3,2
"ninny",40,20,3
"ninth",262,962,98
"ninths",1,10,2
"nip",121,287,35
"nipped",14,148,30
"nipper",19,25,10
"nippers",5,12,0
"nipping",19,66,15
"nipple",127,153,111
"nipples",216,261,99
"nippon",0,137,10
"nippy",30,43,6
"nips",9,31,9
"nit",8,30,9
"nitrate",52,450,44
"nitrates",17,209,56
"nitric",12,118,5
"nitrous",25,70,4
"nits",3,45,19
"nitwit",58,6,2
"nitwits",11,3,4
"nix",21,28,3
"no",119570,209943,46469
"nob",1,23,5
"nobble",1,12,4
"nobbled",0,18,0
"nobbling",0,6,4
"nobel",1,375,64
"noble",638,1634,289
"nobler",26,25,18
"nobles",60,409,16
"noblesse",1,14,11
"noblest",25,61,24
"nobly",20,69,29
"nobs",6,23,6
"nocturne",3,38,5
"nocturnes",1,8,2
"nod",173,778,203
"nodal",1,39,4
"nodded",34,5141,1135
"nodding",41,551,162
"noddle",1,9,1
"node",25,772,9
"nodes",28,532,11
"nods",16,208,54
"nodule",2,25,3
"nodules",7,120,15
"nog",11,5,1
"noggin",32,19,7
"noggins",1,5,1
"noise",1741,4656,1142
"noiseless",3,20,8
"noises",348,933,244
"noisier",7,29,5
"noisome",3,17,8
"noisy",225,1023,234
"nomad",7,60,22
"nomads",10,131,19
"nonce",3,15,2
"none",3332,8440,2165
"nonesuch",0,31,1
"nonplussed",5,65,20
"nonsense",942,1633,484
"nonstick",1,11,9
"nonstop",81,43,57
"nonwhite",0,5,2
"noodle",127,41,6
"noodles",219,110,16
"nook",51,79,14
"nooks",10,51,10
"noon",848,727,290
"noonday",2,21,9
"noontide",0,5,0
"noose",111,110,26
"noosed",0,3,0
"nooses",3,9,5
"nope",43,139,20
"nor",1325,12470,3078
"nora",0,501,42
"nordic",0,202,16
"norm",28,1003,122
"normal",3410,12454,1683
"normans",0,144,10
"norms",16,894,61
"norse",0,131,9
"north",1583,21625,2579
"northeast",122,236,34
"northern",174,10911,955
"northmen",0,3,1
"northward",11,139,29
"northwards",0,265,45
"northwest",123,238,30
"norway",0,1523,150
"nos",10,186,21
"nose",3407,4337,1307
"nosebag",1,12,1
"nosebleed",33,7,6
"nosebleeds",23,15,5
"nosed",3,78,15
"nosedive",7,18,1
"nosedived",0,5,0
"nosedives",2,2,0
"nosegay",2,6,2
"noses",239,442,147
"nosh",6,28,4
"noshed",0,0,0
"nosing",40,57,12
"nostril",31,78,32
"nostrils",80,464,187
"nostrum",9,11,3
"nostrums",1,13,2
"nosy",127,66,30
"not",238427,462777,91464
"notch",148,149,32
"notched",2,145,10
"notches",45,59,9
"notching",0,42,1
"note",2545,10596,1479
"notebook",222,793,137
"notebooks",80,292,37
"noted",199,6216,727
"notes",1205,6632,946
"nothing",29680,34064,9210
"nothings",16,37,13
"notice",2833,9211,1508
"noticed",2121,5292,1485
"noting",12,993,110
"notion",336,3649,653
"notions",74,953,184
"nougat",10,14,1
"nought",10,546,83
"noughts",0,45,14
"noun",20,627,18
"nouns",12,299,11
"nourish",21,93,20
"nourished",15,120,35
"nous",19,52,27
"nova",33,275,64
"novae",1,10,0
"novas",0,9,21
"novel",504,4152,651
"novels",155,1274,224
"novice",39,435,62
"now",103585,137814,32258
"nowhere",1749,2362,543
"noxious",11,177,32
"nozzle",15,181,11
"nozzles",10,60,5
"nuance",19,94,24
"nuanced",7,18,0
"nub",7,78,13
"nubile",8,32,10
"nubs",2,5,0
"nuclear",906,8130,2767
"nuclei",8,306,81
"nucleus",43,670,135
"nude",250,414,111
"nudes",26,100,18
"nudge",56,153,35
"nudged",5,224,55
"nudges",3,27,8
"nudging",12,102,23
"nudist",29,19,5
"nudists",6,8,2
"nugget",37,44,9
"nuggets",51,44,9
"nuisance",160,996,188
"null",24,272,6
"numb",236,275,73
"numbed",6,91,35
"number",10586,49385,5715
"numbered",92,742,140
"numbers",1956,11321,1624
"numbing",23,63,21
"numbly",0,45,17
"numbness",17,98,17
"numbs",6,12,1
"nun",331,445,96
"nuns",196,538,91
"nuptial",7,38,9
"nuptials",30,14,4
"nurse",1589,3402,592
"nursed",48,227,55
"nursemaid",25,60,16
"nursemaids",4,14,4
"nurses",616,2529,324
"nursing",294,2956,275
"nurture",36,168,36
"nurtured",27,224,45
"nurtures",1,15,4
"nut",744,670,123
"nutcase",60,23,0
"nuthouse",45,4,4
"nutmeg",30,140,42
"nutmegs",0,5,1
"nutrient",17,192,38
"nutrients",36,526,97
"nuts",2587,906,299
"nutshell",48,82,24
"nutty",135,530,30
"nuzzle",5,17,16
"nuzzled",2,54,15
"nuzzles",1,9,1
"nylon",62,694,214
"nylons",60,40,12
"nymph",33,90,54
"nymphet",2,6,58
"nymphets",1,5,22
"nympho",20,12,1
"nymphs",27,74,34
"oaf",50,32,13
"oafish",2,10,6
"oafs",4,8,2
"oak",189,1635,254
"oaken",1,19,11
"oaks",7,315,50
"oakum",4,11,1
"oar",33,81,7
"oars",53,130,20
"oarsman",2,23,1
"oarsmen",2,36,1
"oast",1,25,3
"oasts",0,2,0
"oat",17,43,8
"oatcakes",0,16,0
"oath",485,547,94
"oaths",19,172,21
"oatmeal",154,78,37
"oats",70,293,96
"oaves",0,0,0
"obese",25,157,32
"obey",394,739,288
"obeyed",61,399,135
"obeys",22,49,20
"object",1283,6325,1296
"objects",428,4570,851
"oblate",0,5,0
"oblige",107,287,72
"obliged",289,2063,400
"oblique",17,220,53
"oblong",6,119,46
"oblongs",0,9,4
"oboe",11,132,24
"oboes",2,44,3
"obscene",171,487,177
"obscure",124,1207,295
"obscured",28,461,95
"obscures",7,109,12
"observe",380,1658,344
"observed",195,5099,680
"observes",11,410,38
"obsess",30,8,4
"obsessed",509,605,175
"obstruct",29,138,24
"obstructs",2,25,2
"obtain",184,4575,560
"obtained",123,6285,485
"obtains",5,256,23
"obtrude",1,11,4
"obtrudes",0,5,4
"obtuse",11,79,12
"obverse",0,67,12
"obvious",1471,8532,1729
"occult",74,233,46
"occur",378,5610,712
"occurred",737,5493,995
"occurs",167,3322,423
"ocean",1284,2023,436
"oceans",88,468,90
"ochre",0,113,32
"octane",4,35,6
"octave",12,230,25
"octaves",3,86,10
"octet",1,16,1
"odd",1134,4482,1069
"oddball",16,42,4
"oddballs",5,22,2
"odder",2,53,19
"oddest",29,57,19
"oddly",67,720,244
"oddments",1,25,8
"odds",906,1532,296
"ode",11,107,18
"odes",0,51,4
"odious",25,91,36
"odium",0,31,5
"odour",23,687,135
"odours",2,258,44
"oestrus",0,33,2
"of",573021,2941790,540085
"off",59292,70166,14123
"offal",9,67,25
"offbeat",15,30,10
"offence",269,3709,367
"offend",258,317,88
"offends",57,68,20
"offer",3740,15873,1844
"offered",1312,10710,1665
"offers",380,5867,501
"offhand",38,92,40
"office",9913,25684,4460
"offing",15,73,16
"offprints",0,5,3
"offset",29,1129,126
"offsets",3,57,2
"offshoot",7,112,10
"offshoots",2,40,6
"offshore",109,1028,115
"offside",8,254,12
"offspring",117,958,154
"offstage",22,66,14
"oft",18,172,20
"often",2823,37642,8409
"ogle",11,25,1
"ogled",5,11,0
"ogling",14,21,7
"ogre",60,47,21
"ogres",24,30,9
"ogress",0,2,2
"oh",4492,68437,8158
"ohm",1,52,3
"ohms",2,76,12
"oho",0,7,5
"oil",1816,10277,2217
"oilcan",5,4,3
"oilcloth",1,17,3
"oiled",29,146,56
"oilers",3,14,6
"oilfield",0,66,1
"oilfields",3,52,6
"oilier",0,6,0
"oiling",3,47,13
"oilman",6,11,4
"oilmen",1,20,2
"oilrig",0,3,1
"oils",66,791,86
"oilskin",1,28,5
"oilskins",0,38,5
"oily",48,281,74
"oink",26,5,0
"oinked",0,0,0
"oinks",2,0,1
"ointment",79,107,46
"ointments",2,18,16
"ok",1617,2872,530
"okay",40017,12225,1368
"okayed",35,7,0
"okra",15,30,1
"old",29004,54610,13198
"olden",34,54,14
"older",2031,8970,1817
"oldest",466,1474,242
"oldish",0,12,18
"oldster",0,4,2
"oldsters",0,3,4
"olive",179,924,188
"olives",126,250,78
"oman",0,192,11
"omelet",117,2,1
"omelette",56,121,32
"omelettes",5,48,10
"omen",74,162,49
"omens",22,90,24
"omit",9,212,44
"omits",0,77,11
"on",345091,724197,124011
"once",14200,27551,10092
"one",136096,291402,61857
"ones",4985,11756,2555
"oneself",109,721,239
"onetime",4,7,40
"onion",200,680,170
"onions",263,556,124
"only",48650,152906,31472
"onrush",0,18,7
"onset",41,816,68
"onshore",11,154,5
"onside",4,15,0
"onslaught",17,318,68
"onslaughts",0,19,9
"onto",1858,6208,1172
"onus",3,241,16
"onward",31,267,74
"onwards",17,1415,168
"onyx",7,55,13
"oodles",18,17,2
"oof",6,6,2
"oofs",0,0,0
"oomph",26,15,5
"oops",31,184,8
"ooze",24,95,21
"oozed",4,77,20
"oozes",10,46,8
"oozing",37,154,32
"oozy",2,8,2
"op",157,212,42
"opal",6,74,13
"opals",4,21,3
"opaque",6,321,57
"open",12221,30291,5291
"opened",1707,11614,2405
"opening",1839,7793,1104
"openings",71,398,52
"opens",806,1723,294
"opiate",16,51,6
"opiates",20,41,4
"opine",6,9,4
"opined",0,46,10
"opines",0,13,0
"opium",105,218,41
"oppose",110,855,176
"opposed",335,2638,680
"oppress",11,46,16
"oppressed",64,388,120
"ops",126,86,13
"opted",21,608,0
"optic",49,217,23
"optics",34,133,10
"opting",5,418,0
"option",714,5425,289
"options",692,3771,278
"opus",21,116,25
"or",75030,370855,76563
"oral",182,2329,126
"orange",866,2693,495
"orate",2,2,8
"orb",122,122,8
"orbit",251,713,178
"orbits",29,280,27
"orbs",20,19,7
"orchard",69,524,95
"orchards",5,159,32
"orchid",95,210,44
"orchids",123,188,39
"orchis",1,4,3
"ordain",7,51,8
"ordained",44,362,65
"ordains",1,6,3
"ordeal",117,606,116
"ordeals",4,25,8
"order",7264,21812,4865
"ordered",1866,5212,984
"orders",2987,5413,821
"ordnance",44,395,25
"ordure",0,20,1
"ore",83,482,55
"ores",20,95,29
"organ",343,1340,239
"organs",297,1026,218
"orgies",29,59,19
"orgy",80,140,46
"oriel",0,69,6
"oriels",0,4,5
"orient",5,302,43
"orients",0,5,0
"ornate",10,331,57
"orphan",272,166,50
"orphaned",19,101,20
"orphans",163,234,51
"orris",1,8,1
"oryx",1,22,2
"oscar",1,654,51
"oscars",1,115,4
"osier",0,6,1
"osiers",0,9,4
"osprey",0,49,2
"ospreys",1,20,2
"ostler",1,21,0
"ostlers",0,17,0
"ostrich",43,137,29
"other",36688,142140,29391
"others",4799,28258,5597
"otter",23,194,167
"otters",9,154,78
"ouch",45,126,3
"ought",4052,6077,1845
"ouija",3,48,7
"ounce",162,338,93
"ounces",117,187,166
"our",63788,95006,23029
"ours",1648,1719,458
"oust",3,116,8
"ousted",5,255,25
"ousting",1,70,7
"ousts",0,5,1
"out",193517,155352,45312
"outage",21,15,1
"outback",34,65,17
"outbid",19,42,0
"outboard",24,93,18
"outbound",12,116,3
"outbreak",91,964,108
"outbreaks",7,228,30
"outburst",73,353,105
"outbursts",35,154,47
"outcast",65,124,19
"outcaste",0,4,0
"outcasts",41,57,19
"outclass",1,4,0
"outclassed",13,68,5
"outcome",200,3693,346
"outcomes",21,937,33
"outcries",4,18,4
"outcrop",0,137,25
"outcrops",0,108,11
"outcry",12,275,61
"outdid",19,7,4
"outdo",26,47,12
"outdoes",1,5,1
"outdone",54,66,10
"outdoor",87,1057,139
"outdoors",102,346,75
"outer",413,2461,481
"outface",0,8,4
"outfaced",0,6,0
"outfall",0,61,3
"outfalls",0,16,1
"outfield",12,36,14
"outfields",0,3,0
"outfit",1278,835,182
"outfits",214,285,52
"outflank",13,20,8
"outflanked",8,31,10
"outflow",7,193,18
"outflows",0,65,1
"outfought",5,6,5
"outfoxed",6,3,0
"outgrew",17,19,8
"outgrow",21,29,28
"outgrown",31,93,35
"outgrows",2,6,0
"outgrowth",2,50,8
"outgrowths",1,18,1
"outhouse",35,58,15
"outing",51,532,72
"outings",11,254,37
"outlast",18,40,12
"outlasts",2,7,1
"outlaw",141,174,24
"outlawed",43,196,25
"outlaws",72,94,6
"outlay",6,237,36
"outlays",2,64,19
"outlet",93,585,88
"outlets",44,812,52
"outline",103,1875,230
"outlined",39,1965,175
"outlines",25,644,118
"outlive",57,42,12
"outlived",28,89,20
"outlives",5,4,2
"outlook",71,1184,202
"outlooks",0,52,3
"outmatched",4,5,0
"outmost",0,3,2
"outplay",2,6,4
"outplayed",5,51,0
"outport",0,4,0
"outports",0,3,0
"outpost",48,100,37
"outposts",18,74,20
"output",70,6002,517
"outrage",154,663,125
"outraged",58,450,120
"outran",6,11,0
"outrank",30,11,4
"outranked",4,6,0
"outranks",12,7,2
"oûtre",0,0,0
"outrides",0,2,0
"outright",63,741,83
"outrun",99,47,15
"outruns",2,4,2
"outs",98,172,19
"outsell",2,13,4
"outsells",8,9,1
"outset",15,993,100
"outshine",5,30,4
"outshines",3,9,0
"outshone",1,30,5
"outside",8207,21130,4573
"outsides",8,22,5
"outsize",1,66,25
"outskirts",38,617,128
"outsmart",39,10,4
"outsold",3,10,5
"outspread",0,24,21
"outstay",2,10,0
"outstayed",4,11,5
"outstretched",19,381,92
"outstrip",4,50,16
"outstripped",1,93,20
"outstrips",2,40,5
"outward",66,646,238
"outwards",7,473,120
"outweigh",24,245,40
"outweighed",1,185,40
"outweighs",13,67,14
"outwit",30,60,20
"outwits",0,9,2
"outwork",2,9,0
"outworks",0,4,6
"outworn",7,20,8
"ouzel",0,5,0
"ouzo",11,16,14
"ova",12,36,4
"oval",29,646,109
"ovals",0,39,8
"oven",429,1348,321
"ovens",28,217,32
"over",63199,132276,24421
"overs",6,561,61
"overt",14,588,110
"ovoid",1,31,3
"ovum",7,81,7
"ow",274,359,53
"owe",3767,1264,224
"owed",366,1638,175
"owes",475,649,75
"owing",50,236,12
"owl",191,1151,54
"owlet",1,3,3
"owlets",0,5,1
"owlish",0,15,9
"owls",65,497,74
"own",23356,71143,16397
"owned",591,3615,620
"owner",1136,5001,570
"owners",279,3752,521
"owning",99,377,126
"owns",946,959,197
"ox",306,192,79
"oxbridge",0,134,38
"oxen",22,144,36
"oxford",2,8571,729
"oxide",57,402,27
"oxides",1,236,29
"oxon",0,100,2
"oxtail",1,19,3
"oyster",116,235,64
"oysters",166,145,56
"oz",6,1063,160
"ozone",59,1285,62
"pa",246,1067,510
"pace",344,3207,629
"pacé",0,0,0
"paced",14,213,85
"paces",87,423,91
"pacing",61,260,70
"pack",1947,3456,479
"package",1112,5827,293
"packaged",24,286,40
"packed",861,2494,522
"packer",9,116,14
"packers",18,45,2
"packet",125,1205,246
"packets",46,570,91
"packhorse",1,31,0
"packing",650,951,206
"packs",222,704,87
"pact",185,1070,329
"pacts",9,100,8
"pad",390,787,206
"padded",55,544,110
"paddies",19,29,9
"padding",46,193,53
"paddle",165,295,31
"paddled",9,87,20
"paddles",92,67,13
"paddock",17,246,30
"paddocks",1,55,19
"paddy",43,889,34
"padlock",34,118,24
"padlocked",16,57,5
"padlocks",8,41,6
"padre",54,129,14
"padres",5,4,1
"pads",157,424,91
"paeans",0,9,0
"pagan",58,540,119
"pagans",12,66,17
"page",1512,10876,1074
"pageant",193,191,53
"pageants",26,25,2
"paged",141,16,5
"pages",654,4435,687
"paging",33,81,3
"pah",5,41,5
"paid",4270,15324,2285
"pail",48,72,48
"pails",6,53,15
"pain",4767,7338,1354
"pained",12,165,71
"painful",738,1929,516
"paining",6,7,2
"painless",91,131,39
"pains",259,1100,252
"paint",1752,3518,726
"paintbox",4,21,0
"paintbrush",24,64,10
"painted",686,3100,775
